Sample_ID_IfH,Organism_Code,meropenem,cefoxitin,ertapenem,tobramycin,tigecycline,piperacillin/tazobactam,cefotaxime,cefpodoxime,cefpodoxime_clavulanic_acid,amoxicillin/clavulanic acid,ampicillin,gentamicin,amikacin,ceftriaxone,chloramphenicol,streptomycin,cefepime,trimethoprim,trimethoprim/sulfamethoxazole,norfloxacin,tetracycline,ciprofloxacin,nitrofurantoin,ceftazidime,azithromycin,sulfamethoxazole,aztreonam,ceftolozane/tazobactam,cephalothin,cefotetan,cefuroxime,imipenem,ampicillin/sulbactam,ceftazidime/avibactam,cefazolin,nalidixic acid,levofloxacin,moxifloxacin,trimethoprim/sulfobactam,cefalotin,ticarcillin/clavulanic acid,piperacillin,colistin,fosfomycin,netilmicin,beta-lactam,ticarcillin
573.40367,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,<=2/1,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42007,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.40388,EKP,<=25,>=64,<=12,<=1,>=8,=16/4,<=25,=2,,,>=32,<=1,<=2,=1,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,<=4,>=32,=1,=4,,,,,,,,,
573.5806,EKP,<=0.25,<=4,<=0.5,8,2,16,>=64,,,16,>=32,>=16,<=2,,,,2,>=16,,,,>=4,,16,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42959,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,>=16,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
1438785.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,>=320,,,<=0.25,,,,,,,<=1,,,<=0.25,>=32,,<=4,,<=0.12,,,,,,,,,,
72407.527,EKP,<=0.25,<=4,<=0.12,>=16,2,32,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42895,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,<=25,<=16,=4,,,=4,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.5802,EKP,<=0.25,<=4,<=0.5,<=1,4,8,>=64,,,8,>=32,<=1,<=2,,,,>=64,>=16,,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41141,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.5717,EKP,<=0.25,>=64,<=0.5,2,2,16,16,,,>=32,>=32,<=1,<=2,,,,<=1,>=16,,,,>=4,,16,,,8,,,,>=64,,,,,,,,,>=64,,,,,,,
573.5679,EKP,<=0.25,<=4,<=0.5,4,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,>=4,,16,,,32,,,,>=64,,,,,,,,,>=64,,,,,,,
573.24249,EKP,=4,>=64,=4,=8,,>=128/4,,,,>=32/16,>=32,>=16,<=2,>=64,,,=2,,<=1/19,,>=16,<=0.25,,>=64,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.4109,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=32,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
72407.504,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.5658,EKP,<=0.25,<=4,<=0.5,8,1,16,>=64,,,16,>=32,>=16,<=2,,,,2,>=16,,,,1,,16,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.43106,EKP,<=25,<=4,<=12,>=16,=1,=32/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=2,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=8/4,>=64,<=4,=16,<=25,>=32/16,=25/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42883,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.568,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.24312,EKP,=1,>=64,,>=16,,>=128/4,,,,=16/8,>=32,>=16,>=64,>=64,,,>=64,,=2/38,,>=16,>=4,>=512,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.24294,EKP,<=0.25,=16,<=0.5,>=16,,=32/4,,,,=16/8,>=32,>=16,=4,>=64,,,>=64,,>=16/304,,>=16,>=4,=128,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.40411,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,=16,>=8,,,>=32,>=16,=16,=32,,,=1,,>=16/304,,=2,=5,=64,>=64,,,>=64,<=25/4,>=64,<=4,=16,<=25,=16/8,=25/4,>=64,=16,=1,=2,,,,,,,,,
1400170.3,EKP,32,32,<=0.25,,4,,<=1,,,,>=32,<=1,<=2,,,,,,>=320,,,>=4,>=320,<=1,,,,,<=1,,,,8,,<=1,,>=8,,,,,,,,,,
573.41132,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,=8,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=8/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.537,EKP,<=0.25,8,<=0.12,<=1,2,>=128,>=64,,,>=32,>=32,>=16,<=2,,,,>=32,,>=320,,,>=4,,>=64,,,<=1,,,,8,,,,,,,,,,,,,,,,
573.41111,EKP,>=16,=16,>=8,=8,=2,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,=16,,,>=64,>=32/4,>=64,=8,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44065,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,=2,=256,<=1,,,<=1,=5/4,=8,<=4,=4,<=25,=8/4,=5/4,<=4,>=32,=4,>=8,,,,,,,,,
573.44122,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,=1,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,>=32,=1,=2,,,,,,,,,
573.27338,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
72407.575,EKP,<=0.25,16,0.25,>=16,2,32,>=64,,,>=32,>=32,8,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44093,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.24274,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
1400179.3,EKP,<=0.25,<=4,<=0.25,,<=2,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,64,<=1,,,,,<=1,,,<=1,4,,<=2,,<=0.12,,,,,,,,,,
573.40407,EKP,<=25,<=4,<=12,<=1,=1,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,>=4,=256,<=1,,,<=1,=5/4,>=64,<=4,=16,<=25,>=32/16,=25/4,=16,>=32,=4,>=8,,,,,,,,,
573.4043,EKP,<=25,<=4,<=12,=8,<=5,=32/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,=2,>=4,>=512,=16,,,>=64,=1/4,>=64,<=4,>=64,=5,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41175,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=32,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
1438809.3,EKP,<=0.25,<=4,<=0.25,,4,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,128,<=1,,,,,<=1,,,<=1,8,,<=2,,<=0.12,,,,,,,,,,
573.7096,EKP,<=0.25,<=4,<=0.5,8,1,8,<=1,,,16,>=32,>=16,<=2,,,,<=1,>=16,,,,1,,<=1,,,<=1,,,,4,,,,,,,,,>=64,,,,,,,
573.44129,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
573.31036,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,>=16,<=2,>=64,=4,,,,,,,=2,=64,=32,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
72407.548,EKP,<=0.25,<=4,<=0.12,>=16,1,64,>=64,,,>=32,>=32,>=16,<=2,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41945,EKP,<=25,<=4,<=12,=8,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=256,=8,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
1328378.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,>=320,,,<=0.25,32,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.4038,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.4115,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,=32,,,=4,,>=16/304,,=2,>=4,>=512,>=64,,,>=64,=8/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.4112,EKP,<=25,<=4,<=12,=8,<=5,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=4,,,,,,,,,
573.40375,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41993,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,=1,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42966,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,=1,=128,<=1,,,=2,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=4,,,,,,,,,
573.41118,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=4,<=12,<=25,,,,,,,,,
573.5812,EKP,<=0.25,<=4,<=0.5,8,2,16,>=64,,,>=32,>=32,>=16,<=2,,,,2,>=16,,,,1,,16,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
1438783.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,128,,,,,,<=1,,,<=0.25,4,,<=4,,<=0.12,,,,,,,,,,
573.42892,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.1478,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.24286,EKP,<=0.25,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,<=1,>=64,=16,,,=8,,>=16/304,,>=16,>=4,=256,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
72407.584,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,8,>=64,,,16,>=32,<=1,<=2,,,,>=32,,<=20,,,<=0.25,,32,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.9636,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.586,EKP,<=0.25,<=4,0.25,>=16,2,32,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44081,EKP,<=25,>=64,<=12,<=1,>=8,=16/4,<=25,=2,,,>=32,<=1,<=2,=1,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,<=4,>=32,=1,=4,,,,,,,,,
573.44123,EKP,<=25,<=4,<=12,=8,<=5,=32/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,=2,>=4,>=512,=16,,,>=64,=1/4,>=64,<=4,>=64,=5,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.24285,EKP,<=0.25,=4,>=0.5,>=16,,=8/4,,,,>=16/8,=32,<=16,=4,=64,,,<=2,,>=16/304,,>=16,<=1,=128,>=4,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.41122,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42024,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.40361,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
573.15058,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.44084,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=4,<=12,<=25,,,,,,,,,
573.24267,EKP,>=16,>=64,>=8,>=16,,>=128/4,,,,>=32/16,>=32,=8,>=64,=8,,,>=64,,=4/76,,=4,>=4,,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.5676,EKP,<=0.25,<=4,<=0.5,<=1,2,<=4,4,,,8,>=32,>=16,<=2,,,,<=1,>=16,,,,0.5,,>=64,,,>=64,,,,16,,,,,,,,,>=64,,,,,,,
573.27339,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.41982,EKP,<=25,<=4,<=12,=4,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=16/8,<=12/4,>=64,=16,=1,=2,,,,,,,,,
72407.502,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,2,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.5804,EKP,<=0.25,<=4,<=0.5,<=1,2,<=4,4,,,4,>=32,>=16,<=2,,,,<=1,>=16,,,,0.5,,>=64,,,>=64,,,,16,,,,,,,,,>=64,,,,,,,
72407.561,EKP,<=0.25,<=4,0.25,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
72407.519,EKP,<=0.25,<=4,<=0.12,>=16,1,16,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,<=20,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41936,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41149,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.5805,EKP,<=0.25,>=64,1,8,2,32,>=64,,,>=32,>=32,>=16,<=2,,,,16,>=16,,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.14796,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.597,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,2,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
1328366.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.27347,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
573.42888,EKP,>=16,>=64,>=8,=8,=1,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42905,EKP,<=25,>=64,<=12,<=1,>=8,=16/4,<=25,=2,,,>=32,<=1,<=2,=1,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,<=4,>=32,=1,=4,,,,,,,,,
573.44138,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.42954,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,=5,>=32/16,<=12/4,<=4,=16,=1,=2,,,,,,,,,
573.24307,EKP,>=16,>=64,,<=1,,>=128/4,,,,>=32/16,>=32,<=1,<=2,>=64,,,>=64,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.5823,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.24317,EKP,=2,=32,<=0.5,=2,,>=128/4,,,,=16/8,>=32,>=16,<=2,>=64,,,=16,,>=16/304,,>=16,>=4,>=512,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.5797,EKP,<=0.25,<=4,<=0.5,2,<=0.5,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,16,>=16,,,,0.5,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.44053,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44132,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,=1,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=16,=1,=4,,,,,,,,,
573.14804,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.5691,EKP,<=0.25,<=4,<=0.5,<=1,2,<=4,>=64,,,8,>=32,<=1,<=2,,,,<=1,>=16,,,,1,,<=1,,,<=1,,,,>=64,,,,,,,,,>=64,,,,,,,
573.5722,EKP,<=0.25,>=64,<=0.5,2,2,16,8,,,>=32,>=32,<=1,<=2,,,,<=1,>=16,,,,>=4,,16,,,8,,,,>=64,,,,,,,,,>=64,,,,,,,
573.40452,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42939,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,<=16,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42967,EKP,<=25,=16,<=12,=4,>=8,=16/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,=8,,=8/152,,>=16,>=4,=256,<=1,,,=4,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40376,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.14775,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.5707,EKP,<=0.25,>=64,<=0.5,<=1,<=0.5,8,8,,,>=32,>=32,<=1,<=2,,,,<=1,<=0.5,,,,<=0.25,,8,,,2,,,,>=64,,,,,,,,,>=64,,,,,,,
1438797.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,<=16,,,,,,<=1,,,<=0.25,4,,<=4,,<=0.12,,,,,,,,,,
72407.488,EKP,<=0.25,16,<=0.12,>=16,<=0.5,8,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,<=0.25,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
72407.552,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,<=4,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,<=0.25,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.41153,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,=1,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,>=32,=1,=2,,,,,,,,,
573.40444,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.40369,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42916,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,=2,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=8,>=32/16,=4/4,>=64,=16,=1,=2,,,,,,,,,
1328374.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.41943,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
