Sample_ID_IfH,Organism_Code,meropenem,cefoxitin,ertapenem,tobramycin,tigecycline,piperacillin/tazobactam,cefotaxime,cefpodoxime,cefpodoxime_clavulanic_acid,amoxicillin/clavulanic acid,ampicillin,gentamicin,amikacin,ceftriaxone,chloramphenicol,streptomycin,cefepime,trimethoprim,trimethoprim/sulfamethoxazole,norfloxacin,tetracycline,ciprofloxacin,nitrofurantoin,ceftazidime,azithromycin,sulfamethoxazole,aztreonam,ceftolozane/tazobactam,cephalothin,cefotetan,cefuroxime,imipenem,ampicillin/sulbactam,ceftazidime/avibactam,cefazolin,nalidixic acid,levofloxacin,moxifloxacin,trimethoprim/sulfobactam,cefalotin,ticarcillin/clavulanic acid,piperacillin,colistin,fosfomycin,netilmicin,beta-lactam,ticarcillin
573.44118,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.5808,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,>=16,<=2,,,,>=64,>=16,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.14819,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.24032,EKP,>=16,,>=8,,,,,,,,,2,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.535,EKP,<=0.25,<=4,<=0.12,<=1,2,8,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.40422,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,<=16,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
1438788.3,EKP,8,,>=8,,4,,>=64,,,,>=32,>=16,<=2,,,,,,>=30,,,>=4,,,,,,,>=64,,,2,>=32,,>=64,,>=8,,,,,,,,,,
573.24282,EKP,<=0.25,<=4,<=0.5,>=16,,=16/4,,,,>=32/16,>=32,>=16,=4,>=64,,,=8,,>=16/304,,>=16,=2,=64,=16,,,,,,,,,,,>=64,,=1,,,,,,,,,,
1328370.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,<=2,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.5796,EKP,<=0.25,16,<=0.5,<=1,2,>=128,16,,,>=32,>=32,<=1,<=2,,,,<=1,>=16,,,,>=4,,>=64,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42935,EKP,<=25,<=4,<=12,=8,<=5,<=4/4,<=25,<=25,,,>=32,>=16,<=2,<=25,,,<=12,,<=1/19,,>=16,>=4,<=16,<=1,,,<=1,<=25/4,=16,<=4,<=1,<=25,<=2/1,<=12/4,=16,>=32,>=8,>=8,,,,,,,,,
573.41116,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,<=1,=1,=256,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.40434,EKP,=2,<=4,<=12,<=1,<=5,>=128/4,=5,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41125,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42927,EKP,>=16,=32,>=8,<=1,<=5,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,=4,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5672,EKP,<=0.25,8,<=0.5,>=16,2,>=128,>=64,,,>=32,>=32,>=16,4,,,,>=64,>=16,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
72407.494,EKP,<=0.25,16,0.25,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41142,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.40426,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,=32,,,=4,,>=16/304,,=2,>=4,>=512,>=64,,,>=64,=8/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.4195,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=256,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41091,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41162,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,=5,>=32/16,<=12/4,<=4,=16,=1,=2,,,,,,,,,
573.4197,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=4,<=12,<=25,,,,,,,,,
1438790.3,EKP,>=16,,>=8,,2,,>=64,,,,>=32,2,>=64,,,,,,>=320,,,>=4,,,,,,,8,,,>=16,>=32,,>=64,,>=8,,,,,,,,,,
573.42931,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,=1,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.42914,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,>=64,>=64,,,>=32,,<=1/19,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42946,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,=1,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,>=32,=1,=2,,,,,,,,,
573.42912,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,=8,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40383,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.4116,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.516,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.42969,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44068,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41998,EKP,<=25,<=4,<=12,=8,<=5,<=4/4,<=25,<=25,,,>=32,>=16,<=2,<=25,,,<=12,,<=1/19,,>=16,>=4,<=16,<=1,,,<=1,<=25/4,=16,<=4,<=1,<=25,<=2/1,<=12/4,=16,>=32,>=8,>=8,,,,,,,,,
72407.529,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,8,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,0.5,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.44112,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.32135,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,>=16,<=2,>=64,=4,,,,,,,=1,=32,=4,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
573.4036,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=16,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.557,EKP,<=0.25,32,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,<=0.25,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.4037,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.5824,EKP,8,>=64,>=8,8,>=8,>=128,8,,,>=32,>=32,8,4,,,,<=1,>=16,,,,2,,>=64,,,4,,,,>=64,,,,,,,,,>=64,,,,,,,
573.4198,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44618,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5814,EKP,<=0.25,<=4,<=0.5,8,2,<=4,>=64,,,8,>=32,>=16,<=2,,,,2,>=16,,,,<=0.25,,16,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.24304,EKP,=1,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,=4,=32,>=64,,,>=64,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.42894,EKP,<=25,=16,=1,>=16,<=5,=64/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,<=1/19,,=2,>=4,>=512,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.539,EKP,<=0.25,<=4,<=0.12,>=16,2,64,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44082,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
72407.514,EKP,>=16,>=64,>=8,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42885,EKP,<=25,<=4,<=12,=8,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=256,=8,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.42951,EKP,=2,<=4,<=12,<=1,<=5,>=128/4,=5,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.565,EKP,<=0.25,<=4,0.25,>=16,2,>=128,>=64,,,>=32,>=32,8,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42889,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,=2,=256,<=1,,,<=1,=5/4,=8,<=4,=4,<=25,=8/4,=5/4,<=4,>=32,=4,>=8,,,,,,,,,
1400174.3,EKP,>=16,>=64,>=2,,4,,>=64,,,,>=32,4,>=64,,,,,,80,,,>=4,>=512,>=64,,,,,>=64,,,>=16,>=32,,>=8,,>=8,,,,,,,,,,
573.28631,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.41099,EKP,>=16,>=64,=1,=8,<=5,>=128/4,>=64,>=8,,,>=32,=4,<=2,>=64,,,>=32,,>=16/304,,=2,<=25,=64,>=64,,,=16,>=32/4,>=64,<=4,>=64,>=16,>=32/16,>=16/4,>=64,=4,<=12,<=25,,,,,,,,,
573.42011,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,=2/38,,>=16,=2,=32,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=1,=2,,,,,,,,,
573.24245,EKP,>=4,>=64,>=8,>=16,,>=128/4,,,,>=32/16,>=32,<=1,>=64,>=64,,,>=64,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.14784,EKP,>=16,,>=8,,,,,,,,,<=1,>=64,,,,,,<=20,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.42882,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=32,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.44051,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42943,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,=32,,,=4,,>=16/304,,=2,>=4,>=512,>=64,,,>=64,=8/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.28633,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.563,EKP,<=0.25,<=4,<=0.12,<=1,2,16,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41989,EKP,<=25,<=4,<=12,<=1,=1,=16/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=8,,>=16/304,,>=16,=1,=128,<=1,,,=2,=1/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41135,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=8,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.44134,EKP,>=16,>=64,>=8,=8,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,=16,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44069,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.27342,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
573.42003,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.496,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,8,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
72407.553,EKP,<=0.25,<=4,<=0.12,>=16,2,32,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,>=4,,32,,,32,,,,>=64,,,,,,,,,,,,,,,,
573.41298,EKP,<=25,<=4,<=12,>=16,=1,=32/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=2,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=8/4,>=64,<=4,=16,<=25,>=32/16,=25/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42945,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41965,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41961,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.41944,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,<=2/1,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42009,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,=1,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,>=32,=1,=2,,,,,,,,,
573.42948,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,=2/38,,>=16,=2,=32,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=1,=2,,,,,,,,,
573.41168,EKP,<=25,>=64,,>=16,>=8,=64/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,>=512,=16,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,=1,=2,,,,,,,,,
72407.513,EKP,>=16,<=4,>=8,4,2,>=128,>=64,,,>=32,>=32,2,4,,,,>=32,,>=320,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41119,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,>=64,>=64,,,>=32,,<=1/19,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41995,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=32,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.542,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,<=4,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,<=0.25,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.5665,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,1,,16,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.40418,EKP,<=25,<=4,<=12,=8,<=5,<=4/4,<=25,<=25,,,>=32,>=16,<=2,<=25,,,<=12,,<=1/19,,>=16,>=4,<=16,<=1,,,<=1,<=25/4,=16,<=4,<=1,<=25,<=2/1,<=12/4,=16,>=32,>=8,>=8,,,,,,,,,
573.42901,EKP,=8,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,=4,>=8,,,,,,,,,
573.44083,EKP,>=16,=16,>=8,=8,=2,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,=16,,,>=64,>=32/4,>=64,=8,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44121,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41138,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,=1,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.531,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44096,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,=25/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.24292,EKP,<=0.25,=32,<=0.5,>=16,,=32/4,,,,=16/8,>=32,>=16,=8,>=64,,,=2,,>=16/304,,>=16,>=4,=128,=16,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.44113,EKP,<=25,>=64,,>=16,=1,=16/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,=128,=16,,,>=64,=1/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.581,EKP,<=0.25,<=4,<=0.12,>=16,1,64,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41101,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,<=25,<=16,=4,,,=4,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.24273,EKP,<=0.25,=8,<=0.5,=8,,=64/4,,,,=16/8,>=32,>=16,<=2,=8,,,<=1,,>=16/304,,>=16,>=4,,=4,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.40437,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,=5,>=32/16,<=12/4,<=4,=16,=1,=2,,,,,,,,,
72407.515,EKP,<=0.25,<=4,<=0.12,>=16,2,64,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42938,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
72407.538,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.24309,EKP,=4,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,>=16,>=64,>=64,,,>=64,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.42963,EKP,<=25,=16,<=12,>=16,=1,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
