Sample_ID_IfH,Organism_Code,imipenem,amikacin,tetracycline,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim/sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin/tazobactam,tobramycin,cefoxitin,colistin,cefotaxime,cefalotin,cefuroxime,ampicillin,amoxicillin/clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime/avibactam,chloramphenicol,cefotetan,cefpodoxime,ceftazidime/clavulanic acid,minocycline,cefmetazole,ceftriaxone,cefoperazone/sulbactam,doripenem,cefozopran,ampicillin/sulbactam,piperacillin,imipenem/relebactam,cefepime_taniborbactam,ceftolozane/tazobactam,ceftaroline,cefazolin,polymyxin B,trimethoprim_sulfamethoxazole,piperacillin_tazobactam,extended spectrum beta lactamase,cefotaxime/clavulanic acid,doxycycline,nitrofurantoin,cephalothin,ofloxacin,kanamycin,nalidixic acid,carbenicillin,penicillin,streptomycin,erythromycin,neomycin,spectinomycin,rifampin,cefiderocol,ticarcillin/clavulanic acid,trimethoprim_sulfonamide,amoxicillin,aminogycosides,fluoroquinolones,beta-lactam,trimotheprim,cefoperazone,florfenicol,sulfamethoxazole,ceftriaxone/cefpodoxime
72407.2342,EKP,<=0.5,<=4,,,2,,<=0.5,,,<=1,,,<=1,,<=1,<=0.5,,4,,,4,1,<=4,,<=8,<=1,2,,>8,1,<=0.5,>32/16,<=0.5,<=1,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66438,EKP,,16,,<=1,,,,,,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2399,EKP,<=0.5,<=4,,,,,,,,,1,,>8,,<=1,>128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4097,EKP,0.5,,256,16,,,,,,,256,256,,8,,512,,256,,32,256,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2508,EKP,,,,>8,,<=0.5,,,,>16,,<=4,>8,,<=1,>128,,<=2,,,>16,1,<=4,,<=8,<=1,>64,<=0.12,2,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.65976,EKP,,<=4,,,,,1,,,>16,,,,,<=1,>128,,32,,,4,1,16,,<=8,2,>64,1,>8,16,>64,>32/16,<=0.5,>16,>32/16,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2435,EKP,<=0.5,>32,,,>16,,>8,,,,,,>8,,<=1,>128,,16,,,>16,>4,16,,>16,2,>64,1,>8,8,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2484,EKP,<=0.5,,,,,1,<=0.5,,,>16,2,,,,<=1,>128,,>32,,,>16,1,16,,16,16,>64,2,2,>32,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66093,EKP,<=0.5,,,,>16,<=0.5,,,,>16,1,,8,,<=1,>128,,>32,,,>16,1,>16,,>16,32,>64,32,4,>32,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
573.24412,EKP,>16,,,<2,>32,>8,,>8/152,>8,,,,>=16,>=32,=0.5,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=16/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2575,EKP,,<=4,,,>16,<=0.5,<=0.5,,,,<=0.25,16,<=1,,<=1,>128,,32,,,>16,2,<=4,,16,<=1,>64,1,>8,8,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4136,EKP,0.12,,16,,,,,,,,0.25,,,,,0.5,,32,,4,1,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.29989,EKP,8,<=4,,>4,,,,,,,,,,,<=1,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46356,EKP,,,,,,>32,32,,,,64,,,128,,>256,,,,,64,0.25,>256,,,,,,1,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
72407.2767,EKP,2,,,<=1,,8,,>2/38,,>16,,,<=1,,<=1,>128,,>32,,,>16,2,>16,,>16,32,>64,8,8,>32,>64,>32/16,4,>16,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.29932,EKP,,,,4,,64,,,,,>2,,,,<=1,,,,,,,0.5,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65923,EKP,<=0.5,,,<=1,,<=0.5,<=0.5,,,2,<=0.25,<=4,,,<=1,128,,<=2,,,<=1,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2207,EKP,,,,,>16,,,>2/38,,,<=0.25,,2,,<=1,>128,,4,,,8,1,<=4,,<=8,<=1,>64,,8,1,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24363,EKP,,<2,=8,,>32,,,>8/152,,>64,,,,,=0.5,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.24265,EKP,=32,,,,,,,>8/152,>8,,>8,,>16,,=0.5,>64,,,>32,>32/16,>128,=4,,,>16,,,>64/4,=16,,>32,,>8,,>32/16,,,,,,>8,=0.5,,,,>32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.4214,EKP,1,,,64,,,,,,,4,,,,,512,,256,,16,64,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66091,EKP,,,,,,<=0.5,,>2/38,,,1,<=4,,,<=1,>128,,<=2,,,2,1,16,,<=8,<=1,>64,,8,<=0.5,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2637,EKP,<=0.5,,,<=1,>16,,,>2/38,,>16,>4,64,8,,<=1,>128,,8,,,>16,2,16,,>16,<=1,>64,1,8,2,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46398,EKP,,2,,,>256,2,1,,,,4,,,128,,>256,,,,,32,1,>256,,,,,,4,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
72407.2819,EKP,1,<=4,,,>16,,<=0.5,>2/38,,>16,,,<=1,,<=1,>128,,8,,,16,1,16,,<=8,<=1,>64,1,4,2,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2312,EKP,,<=4,,,2,,<=0.5,,,<=1,<=0.25,<=4,2,,<=1,64,,>32,,,>16,1,16,,<=8,32,>64,16,<=1,>32,64,>32/16,2,16,16/8,32,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.24413,EKP,>8,>=64,,>16,>32,>=4,,>8/152,,>64,,,>16,=16,=0.5,>64,,,>32,>=32/16,>128,<0.5,,,,,,=4/4,,,>32,,=2,,,,,,,,>8,=0.5,,,,=0.25/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.4135,EKP,0.059999999,,,,,,,,,,8,8,,32,,0.12,,32,,4,0.25,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.5649,EKP,,,>32,,>32,=4,>8,>8/152,,,>8,>128/4,=8,=32,<0.25,>64,,,>32,>32/16,>32,=2,,,>16,,,,=16,,>32,,=4,,>32/16,,,,,,>16,=0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29935,EKP,,32,,<=1,,64,,>4/76,>1,,,,,,<=1,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.75,EKP,<=0.5,<=4,,<=1,>16,,,<=1/19,,,,,,,<=1,>128,,<=2,,,<=1,<=0.25,16,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2401,EKP,<=0.5,<=4,,,,,<=0.5,>2/38,,,1,<=4,,,<=1,2,,>32,,,16,1,<=4,,<=8,4,32,16,2,32,<=0.5,<=8/4,<=0.5,<=1,>32/16,32,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
574.82,EKP,2,<=4,,<=1,,,,>2/38,,,>4,,,,<=1,64,,>32,,,>16,1,16,,>16,>32,>64,>32,>8,>32,64,>32/16,2,16,>32/16,>64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
573.22557,EKP,,,,32,,,,,,,,,,,0.125,8,,,,16,0.5,0.5,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>32,,
72407.2507,EKP,,,,,,,1,,,,,<=4,,,<=1,>128,,4,,,>16,1,<=4,,<=8,<=1,>64,,2,1,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66405,EKP,,16,,<=1,>=32,>=16,,,,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66519,EKP,,,,>=16,>=32,,,,>=8,2,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46391,EKP,>32,1,,,,,>64,,,,>64,,,128,,>256,,,,,64,4,>256,,,,,,64,,256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.66524,EKP,,4,,,,,,,,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46859,EKP,,,,,,=64,>8,,,>32,>1,,,,<=0.5,,,,,>64/2,>64,=0.5,32,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,0.5,,,,,,,,,,,
72407.2626,EKP,2,,,,,8,,>2/38,,,4,>64,8,,<=1,>128,,>32,,,>16,1,>16,,<=8,32,>64,>32,2,>32,>64,>32/16,4,>16,>32/16,>64,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
573.66294,EKP,,,,,,,,,,>=64,,,,,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2863,EKP,,,,<=1,<=1,<=0.5,,>2/38,,,<=0.25,<=4,,,<=1,32,,16,,,16,<=0.25,16,,>16,<=1,64,,<=1,8,32,<=8/4,<=0.5,2,<=4/2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24431,EKP,,<4,<=4,,,>=4,>8,,>8,,>8,>128/4,,,=8,>64,,,>32,>32/16,>128,<1,,,,,,=128/4,,,>32,,>=4,,,,,,,,>8,=4,,,,=64/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2349,EKP,<=0.5,<=4,,,,,,,,<=1,1,,,,<=1,128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4047,EKP,0.25,,,128,,,,,,,2,512,,2,,,,16,,32,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2807,EKP,2,<=4,,,2,,<=0.5,<=1/19,,<=1,<=0.25,<=4,,,<=1,64,,>32,,,>16,1,>16,,>16,>32,>64,>32,2,>32,32,>32/16,2,8,32/16,32,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
72407.196,EKP,8,<4,,8,,,>8,,>4,,>2,,>8,,0.5,>32,,,,,>16,<0.25,,,,,,,<2,,,,>2,,,,,,,,,0.5,,,,,<2,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.24416,EKP,,<=16,>32,>=16,>32,,,,>8,>64,,,>16,,=1,>128,,,>32,>=32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=2,,,,=64/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2582,EKP,,,,<=1,,,>8,>2/38,,,,,,,<=1,>128,,<=2,,,>16,1,<=4,,<=8,<=1,>64,<=0.12,<=1,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4224,EKP,0.12,,8,0.5,,,,,,,64,,,16,,0.25,,16,,4,0.5,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
72407.2748,EKP,<=0.5,,,,>16,<=0.5,<=0.5,<=1/19,,>16,,,,,<=1,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,2,1,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66408,EKP,,,,,,,,,>=8,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4169,EKP,0.25,,16,128,,,,,,,256,512,,256,,512,,256,,64,128,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.65922,EKP,<=0.5,,,>8,,,8,>2/38,,,>4,,,,<=1,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66301,EKP,,,,<=1,>=32,,,,>=8,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65948,EKP,<=0.5,<=4,,<=1,>16,,<=0.5,>2/38,,>16,1,<=4,<=1,,<=1,>128,,4,,,>16,1,<=4,,<=8,<=1,>64,<=0.12,2,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2678,EKP,,,,>8,,,8,,,8,>4,,8,,<=1,64,,4,,,4,4,16,,>16,<=1,64,,>8,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.65902,EKP,<=0.5,<=4,,,,,,<=1/19,,16,1,<=4,<=1,,<=1,>128,,4,,,8,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,16/8,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4126,EKP,,,,,,,,,,,1,,,16,,0.25,,32,,4,0.5,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2445,EKP,<=0.5,<=4,,>8,,,<=0.5,,,2,,,,,<=1,>128,,<=2,,,<=1,1,<=4,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46363,EKP,,,,,32,32,32,,,,,,,128,,128,,,,,256,0.5,>256,,,,,,4,,128,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.66453,EKP,,<=2,,,>=32,>=16,,,,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24426,EKP,>16,,>32,,>32,>8,>8,>8/152,,>64,>8,>128/4,,,=0.5,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=16/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66025,EKP,1,>32,,>8,>16,4,,>2/38,,>16,>4,,,,>8,>128,,>32,,,>16,1,>16,,>16,>32,>64,4,>8,>32,>64,>32/16,2,>16,>32/16,16,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2461,EKP,,,,<=1,,,<=0.5,,,,1,,<=1,,<=1,>128,,4,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1284806.4,EKP,4,8,,>8,4,4,>8,>4/76,4,>16,>2,64/4,>8,,<=0.25,16,,,,,>16,0.5,,,,,,,4,,,,2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66543,EKP,,<=2,,>=16,>=32,>=16,,,>=8,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.22559,EKP,,,,,,,,8,0.015,,,4,,,,8,,,,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2708,EKP,,,,,,,1,,,>16,1,<=4,<=1,,<=1,>128,,16,,,4,2,<=4,,16,<=1,>64,<=0.12,2,8,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2228,EKP,,<=4,,>8,16,,,,,,,<=4,,,<=1,>128,,4,,,4,1,<=4,,>16,<=1,>64,,4,1,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.273,EKP,>8,<=4,,>8,>16,>8,>8,>2/38,>4,,4,<=4,<=1,,>4,>128,,4,,,>16,1,<=4,,16,<=1,>64,,>8,1,>64,16/8,>2,>16,>32/16,>64,,,,,,>4,,,,<=0.12,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2792,EKP,<=0.5,,,>8,8,,,,,,<=0.25,,,,<=1,>128,,4,,,2,1,<=4,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66487,EKP,,>=64,,,,,,,>=8,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2592,EKP,<=0.5,<=4,,<=1,<=1,<=0.5,,<=1/19,,<=1,,>64,,,<=1,<=0.5,,4,,,4,1,<=4,,<=8,2,1,1,2,2,<=0.5,>32/16,<=0.5,<=1,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24406,EKP,>16,=32,,>=16,,,>8,>8/152,>8,>64,>8,,,>=32,=0.5,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.12771,EKP,,,<=2,<=0.25,,,<=0.25,,,=32,,,=8,,=0.5,=128,,,>32,>32/16,=16,=0.5,,,,,,,,,=64,,,,>32/16,,,,,,>32,=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2253,EKP,,<=4,,<=1,>16,,,,,,,<=4,,,<=1,>128,,8,,,16,<=0.25,>16,,<=8,<=1,>64,,2,2,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66305,EKP,,4,,,,>=16,,,>=8,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.15044,EKP,,,>32,=1,>32,=4,,,>16,,>8,,=16,>32,=4,>64,,,>32,>32/16,=64,=1,,,,,,,,,>32,,=4,,>32/16,,,,,,>32,=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66418,EKP,,<=2,,,>=32,>=16,,,,,,,,,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65999,EKP,<=0.5,,,<=1,,<=0.5,<=0.5,<=1/19,,>16,1,,<=1,,<=1,>128,,4,,,16,1,<=4,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1284791.4,EKP,>8,32,,<=1,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,0.5,,,,,,,4,,,,>2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2292,EKP,<=0.5,,,,>16,,2,>2/38,,>16,4,<=4,,,<=1,>128,,4,,,>16,4,<=4,,16,<=1,>64,,>8,2,>64,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66445,EKP,,<=2,,,,>=16,,,>=8,<=1,,,,,,4,,>=64,>=32,>=32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66482,EKP,,4,,,,,,,>=8,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2277,EKP,,,,,,,,,,8,,16,,,<=1,64,,>32,,,2,4,>16,,>16,16,>64,1,>8,>32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
573.46842,EKP,,>32,,,,=64,,,>2,,,>128/4,,,>8,,,,,>64/2,>64,=1,16,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1,,,,,,,,,,,
1328423.3,EKP,,>32,8,>8,,>8,,>8,,,>2,>64,>8,,>=4,,,,,,>32,2,,,,,,,,,>32,,,,>16,,,,,,>32,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,
1284830.3,EKP,>8,32,,2,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,0.5,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2585,EKP,<=0.5,,,<=1,4,,<=0.5,,,,,,,,<=1,128,,<=2,,,<=1,1,<=4,,>16,<=1,>64,<=0.12,>8,<=0.5,>64,16/8,<=0.5,16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.29861,EKP,>8,>32,,,,,,,,,>2,,,,<=1,,,,,,,1,>128,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2475,EKP,,,,,<=1,,,,,<=1,,,,,<=1,4,,<=2,,,<=1,1,16,,<=8,<=1,16,<=0.12,>8,1,4,<=8/4,<=0.5,2,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66216,EKP,,,,,,,,,,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24384,EKP,,,,<0.5,,<0.12,,,<0.12,<2,<0.25,,<0.5,<=8,=0.5,<0.5,,,>32,<2/1,<1,<0.5,,,,,,=0.5/4,,,<1,,<0.12,,,,,,,,<=2,=0.5,,,,=0.25/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66323,EKP,,16,,<=1,,,,,,,>=4,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2361,EKP,<=0.5,<=4,,<=1,>16,<=0.5,<=0.5,,,,,,<=1,,<=1,>128,,4,,,16,1,16,,<=8,<=1,>64,,2,<=0.5,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66342,EKP,,<=2,,,,,,,,>=64,>=4,,,,,32,>=64,>=64,>=32,>=32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.5644,EKP,,,,<=4,>64,,,>64/128,,>64,,>128/,,,>=16,>32,,,>64,,>64,2,<=21,,>64,,,,16,,,,,,>64/,,,,,>32,>64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66083,EKP,<=0.5,<=4,,>8,,<=0.5,,>2/38,,,,<=4,8,,<=1,>128,,4,,,8,1,<=4,,>16,<=1,>64,,>8,1,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2499,EKP,<=0.5,,,>8,,<=0.5,>8,,,,,<=4,,,<=1,>128,,4,,,8,2,>16,,>16,<=1,>64,<=0.12,8,2,>64,16/8,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66448,EKP,,,,<=1,>=32,>=16,,,>=8,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65924,EKP,,,,<=1,,,,<=1/19,,,,<=4,<=1,,<=1,>128,,<=2,,,>16,2,16,,<=8,<=1,>64,<=0.12,8,<=0.5,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46845,EKP,,>32,,>8,>16,=64,>8,>8/152,2,0.5,>1,>128/4,,,<=0.5,,,,,>64/2,>64,=0.5,<=8,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,0.5,,,,,,,,,,,
72407.206,EKP,,,,,>16,>8,>8,,>4,>16,>2,>64/4,,,>4,>32,,,,,>16,2,,,,,,,8,,,,>2,,,,,,,,,>4,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2353,EKP,,,,,,,,<=1/19,,>16,<=0.25,,,,<=1,16,,<=2,,,8,<=0.25,>16,,<=8,<=1,32,16,<=1,<=0.5,8,>32/16,<=0.5,16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
