Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.13357,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13383,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14176,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12941,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13058,EKP,R,NA,R,R,R,R,S,R,S,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13031,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1353,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13194,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13798,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13243,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14522,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13189,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14178,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13217,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13954,EKP,S,NA,R,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13741,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14008,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14046,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13146,EKP,S,NA,R,R,R,R,S,R,S,R,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14248,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13355,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14048,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14367,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14023,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14382,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12893,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13851,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12974,EKP,R,NA,NA,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13185,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13012,EKP,R,NA,NA,NA,R,R,S,S,S,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1388,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12946,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14137,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13364,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14399,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13674,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14526,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14065,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13079,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12877,EKP,R,NA,NA,R,R,R,R,R,R,R,NA,R,S,NA,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14206,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14034,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13963,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13914,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12927,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14081,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13833,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13068,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14098,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12864,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,R,S,S,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14517,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.24325,EKP,R,NA,NA,R,R,R,R,R,R,R,R,S,NA,NA,R,NA,R,R,R,R,NA,NA,NA,NA,NA,NA,NA
573.13028,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14542,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13629,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13704,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13032,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13316,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13575,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14424,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13899,EKP,S,NA,R,R,R,S,S,R,R,S,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13009,EKP,S,NA,R,S,R,S,S,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13304,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13841,EKP,R,NA,R,R,R,R,NA,R,S,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1326,EKP,S,NA,R,R,R,R,S,S,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13017,EKP,S,NA,NA,S,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14221,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14062,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1329,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13568,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13764,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12931,EKP,R,NA,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14243,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13594,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12901,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13029,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13332,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14428,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13309,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13071,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14418,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13193,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14491,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1411,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13853,EKP,S,NA,S,S,R,R,R,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13722,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.133,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13861,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1375,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14229,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,R,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13167,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13863,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13842,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13199,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14242,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13605,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14043,EKP,S,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13939,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14393,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13562,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13139,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13995,EKP,S,NA,R,S,R,R,R,R,S,R,S,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12879,EKP,R,NA,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14487,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13969,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13253,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14538,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14451,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13265,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1393,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13045,EKP,R,NA,R,R,R,R,R,S,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13363,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14183,EKP,R,NA,R,R,R,R,R,R,R,NA,R,S,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13161,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13325,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14338,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13563,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14304,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13334,EKP,S,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13297,EKP,R,NA,R,R,R,R,S,S,R,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14124,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13275,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1378,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13607,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13535,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13407,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13856,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1359,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14015,EKP,S,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13453,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13138,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13651,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14188,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14131,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13507,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13809,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14155,EKP,R,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13973,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13359,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13248,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13742,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14054,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14071,EKP,S,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13054,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13224,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14058,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14477,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14036,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.142,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14112,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13205,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14372,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12975,EKP,R,NA,NA,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13036,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13779,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13527,EKP,R,NA,R,S,R,R,R,R,S,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13445,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1449,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13481,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13781,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13191,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13746,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13726,EKP,R,NA,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13648,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13571,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13868,EKP,R,NA,R,R,R,S,R,R,R,S,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14333,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14245,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13477,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14097,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13172,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13731,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13227,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13021,EKP,S,NA,NA,R,R,R,S,R,S,R,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1386,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12944,EKP,R,NA,NA,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13395,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13519,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1444,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14111,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13024,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13135,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13968,EKP,S,NA,R,R,R,S,R,R,R,R,S,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12985,EKP,S,NA,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13583,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14249,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.144,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
