Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.13273,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13991,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1446,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13487,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14139,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14201,EKP,S,NA,S,R,R,S,R,R,S,S,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13229,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13589,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13101,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12878,EKP,S,NA,NA,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13631,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1287,EKP,R,NA,NA,R,R,R,R,R,R,R,NA,S,S,NA,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1325,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13588,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13092,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13097,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13302,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13157,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1339,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13902,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14535,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13262,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13372,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13447,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14521,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14259,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13889,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13931,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13923,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1302,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13817,EKP,R,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1438,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14317,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13706,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12945,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13113,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13865,EKP,S,NA,R,R,R,R,NA,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13255,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14295,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13544,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14384,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13614,EKP,S,NA,R,S,R,S,R,R,S,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13422,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13336,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13201,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13382,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12882,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13702,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14091,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12875,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1298,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1403,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13892,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14459,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14172,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13109,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1428,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14238,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14077,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14438,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1294,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14356,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.132,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13122,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13218,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12905,EKP,S,NA,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12912,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1289,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1401,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13897,EKP,R,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1295,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13276,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13712,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14022,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14271,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1434,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14258,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13686,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1381,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13727,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1308,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14241,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12921,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13252,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13982,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13476,EKP,R,NA,R,R,R,S,R,S,R,S,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12964,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13518,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13153,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14454,EKP,S,NA,R,R,R,S,R,R,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13958,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13548,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14291,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14191,EKP,R,NA,R,R,R,R,R,R,R,S,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13549,EKP,R,NA,R,R,R,S,R,S,R,S,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13287,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13871,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13993,EKP,R,NA,R,S,R,R,R,R,S,R,R,S,S,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14033,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,R,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14529,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12909,EKP,NA,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13192,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1321,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14129,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14014,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13822,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14406,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13105,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14471,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13213,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13223,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13245,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13272,EKP,R,NA,R,R,R,R,R,R,R,S,S,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13522,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13497,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13465,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13162,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,NA,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13962,EKP,R,NA,S,R,R,R,R,S,R,NA,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12925,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13913,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13513,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14427,EKP,R,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1417,EKP,S,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14391,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13362,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13788,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.24323,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,NA,NA,R,NA,R,R,R,R,NA,NA,NA,NA,NA,NA,NA
573.14224,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13289,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14214,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14207,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13876,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13844,EKP,S,NA,R,S,R,R,R,S,S,S,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13695,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14327,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13361,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1315,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14262,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14431,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13715,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13349,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13867,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14387,EKP,S,NA,R,S,S,S,R,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12867,EKP,S,NA,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13391,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14534,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1383,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14121,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14352,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13676,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13064,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14218,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13591,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13187,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1316,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13329,EKP,S,NA,R,R,R,R,R,R,R,R,NA,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1311,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14533,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13698,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14523,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13381,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14026,EKP,R,NA,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13766,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12906,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13586,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12982,EKP,R,NA,NA,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14167,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13752,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14185,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14484,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13151,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13175,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14266,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13685,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14441,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13618,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13014,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12942,EKP,R,NA,NA,R,R,R,R,R,R,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12933,EKP,S,NA,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1405,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12957,EKP,S,NA,NA,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13498,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13581,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13106,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13584,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13117,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13496,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14337,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
